"Map","Archetype","Hash","Kind","Ytyp","Asset","Texture","Physics","Status"
"deus","hash_9C029D50","HASH_9C029D50","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_9C029D50","hash_5BD1F89C","hash_9C029D50","defined"
"deus","hash_C69D36D8","HASH_C69D36D8","direct","","[ydr]\qsbarraco80f.ydr","","","matched"
"deus","hash_C69D36D8","HASH_C69D36D8","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_C69D36D8","hash_5BD1F89C","hash_C69D36D8","defined"
"deus","hash_AE8B67A3","HASH_AE8B67A3","direct","","[ydr]\qsbarraco60b.ydr","","","matched"
"deus","hash_AE8B67A3","HASH_AE8B67A3","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_AE8B67A3","hash_DAC99FC2","hash_AE8B67A3","defined"
"deus","hash_F0249EC4","HASH_F0249EC4","direct","","[ydr]\quebradafv_4d.ydr","","","matched"
"deus","hash_F0249EC4","HASH_F0249EC4","Drawable","[ytyp]\detailrua1.ytyp","hash_F0249EC4","hash_29270ADF","hash_F0249EC4","defined"
"deus","hash_9C55D265","HASH_9C55D265","direct","","[ydr]\qs28.ydr","","","matched"
"deus","hash_9C55D265","HASH_9C55D265","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_9C55D265","hash_DAC99FC2","hash_9C55D265","defined"
"deus","hash_A84A9A05","HASH_A84A9A05","direct","","[ydr]\quebradafv_7b.ydr","","","matched"
"deus","hash_A84A9A05","HASH_A84A9A05","Drawable","[ytyp]\detailrua1.ytyp","hash_A84A9A05","hash_29270ADF","hash_A84A9A05","defined"
"deus","hash_A84A9A05","HASH_A84A9A05","Drawable","[ytyp]\detailrua1.ytyp","hash_A84A9A05","hash_29270ADF","hash_A84A9A05","defined"
"deus","hash_813A95FF","HASH_813A95FF","direct","","[ydr]\qs52.ydr","","","matched"
"deus","hash_813A95FF","HASH_813A95FF","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_813A95FF","hash_DAC99FC2","hash_813A95FF","defined"
"deus","hash_0658DF2E","HASH_0658DF2E","direct","","[ydr]\qsbarraco84a.ydr","","","matched"
"deus","hash_0658DF2E","HASH_0658DF2E","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_0658DF2E","hash_DAC99FC2","hash_0658DF2E","defined"
"deus","hash_6EA925C6","HASH_6EA925C6","direct","","[ydr]\quebradashop18g.ydr","","","matched"
"deus","hash_6EA925C6","HASH_6EA925C6","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_6EA925C6","hash_DAC99FC2","hash_6EA925C6","defined"
"deus","hash_23CAF250","HASH_23CAF250","direct","","[ydr]\quebradashop4.ydr","","","matched"
"deus","hash_23CAF250","HASH_23CAF250","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_23CAF250","hash_29E5B098","hash_23CAF250","defined"
"deus","hash_2CD6D8B7","HASH_2CD6D8B7","direct","","[ydr]\escada_01.ydr","","","matched"
"deus","hash_2CD6D8B7","HASH_2CD6D8B7","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_2CD6D8B7","props","hash_893DA201","defined"
"deus","hash_617F2FBD","HASH_617F2FBD","direct","","[ydr]\casa38vb.ydr","","","matched"
"deus","hash_617F2FBD","HASH_617F2FBD","Drawable","[ydr]\barracoqs10.ytyp","hash_617F2FBD","hash_B77608F1","hash_617F2FBD","defined"
"deus","hash_0FB7FE85","HASH_0FB7FE85","direct","","[ydr]\qsconcreto.ydr","","","matched"
"deus","hash_0FB7FE85","HASH_0FB7FE85","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_0FB7FE85","hash_5BD1F89C","hash_0FB7FE85","defined"
"deus","hash_7190DCC7","HASH_7190DCC7","direct","","[ydr]\qsbarraco42b.ydr","","","matched"
"deus","hash_7190DCC7","HASH_7190DCC7","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_7190DCC7","hash_DAC99FC2","hash_7190DCC7","defined"
"deus","hash_6007D244","HASH_6007D244","direct","","[ydr]\qs44m.ydr","","","matched"
"deus","hash_6007D244","HASH_6007D244","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_6007D244","hash_DAC99FC2","hash_6007D244","defined"
"deus","hash_64DF0D91","HASH_64DF0D91","direct","","[ydr]\qsbarraco35a.ydr","","","matched"
"deus","hash_64DF0D91","HASH_64DF0D91","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_64DF0D91","hash_DAC99FC2","hash_64DF0D91","defined"
"deus","hash_4C366EFE","HASH_4C366EFE","direct","","[ydr]\quebradashop2g.ydr","","","matched"
"deus","hash_4C366EFE","HASH_4C366EFE","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4C366EFE","hash_DAC99FC2","hash_4C366EFE","defined"
"deus","hash_67B615A6","HASH_67B615A6","direct","","[ydr]\qsbarraco69.ydr","","","matched"
"deus","hash_67B615A6","HASH_67B615A6","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_67B615A6","hash_DAC99FC2","hash_67B615A6","defined"
"deus","hash_FABE3874","HASH_FABE3874","direct","","[ydr]\qsbarraco76.ydr","","","matched"
"deus","hash_FABE3874","HASH_FABE3874","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_FABE3874","hash_5BD1F89C","hash_FABE3874","defined"
"deus","hash_1AEAC171","HASH_1AEAC171","direct","","[ydr]\farmacia.ydr","","","matched"
"deus","hash_1AEAC171","HASH_1AEAC171","Drawable","[ytyp]\detailrua1.ytyp","hash_1AEAC171","hash_1AEAC171","hash_1AEAC171","defined"
"deus","hash_DB40D001","HASH_DB40D001","direct","","[ydr]\casa7vb.ydr","","","matched"
"deus","hash_DB40D001","HASH_DB40D001","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_DB40D001","hash_29E5B098","hash_DB40D001","defined"
"deus","hash_8FB5ED2D","HASH_8FB5ED2D","direct","","[ydr]\pizzariavb.ydr","","","matched"
"deus","hash_8FB5ED2D","HASH_8FB5ED2D","Drawable","[ydr]\barracoqs10.ytyp","hash_8FB5ED2D","hash_B77608F1","hash_8FB5ED2D","defined"
"deus","hash_A9F71415","HASH_A9F71415","direct","","[ydr]\qsbarraco75g.ydr","","","matched"
"deus","hash_A9F71415","HASH_A9F71415","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_A9F71415","hash_5BD1F89C","hash_A9F71415","defined"
"deus","hash_7AC30DE0","HASH_7AC30DE0","direct","","[ydr]\qs16.ydr","","","matched"
"deus","hash_7AC30DE0","HASH_7AC30DE0","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_7AC30DE0","hash_DAC99FC2","hash_7AC30DE0","defined"
"deus","hash_893147C0","HASH_893147C0","direct","","[ydr]\qsbarraco37.ydr","","","matched"
"deus","hash_893147C0","HASH_893147C0","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_893147C0","hash_DAC99FC2","hash_893147C0","defined"
"deus","hash_EDDBF670","HASH_EDDBF670","direct","","[ydr]\qsbarraco52f.ydr","","","matched"
"deus","hash_EDDBF670","HASH_EDDBF670","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_EDDBF670","hash_DAC99FC2","hash_EDDBF670","defined"
"deus","hash_999885AF","HASH_999885AF","direct","","[ydr]\qsbarraco84g.ydr","","","matched"
"deus","hash_999885AF","HASH_999885AF","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_999885AF","hash_5BD1F89C","hash_999885AF","defined"
"deus","hash_06513BD7","HASH_06513BD7","direct","","[ydr]\qsbarraco81b.ydr","","","matched"
"deus","hash_06513BD7","HASH_06513BD7","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_06513BD7","hash_DAC99FC2","hash_06513BD7","defined"
"deus","hash_09BC51F3","HASH_09BC51F3","direct","","[ydr]\quebradafv_4f.ydr","","","matched"
"deus","hash_09BC51F3","HASH_09BC51F3","Drawable","[ytyp]\detailrua1.ytyp","hash_09BC51F3","hash_29270ADF","hash_09BC51F3","defined"
"deus","hash_09BC51F3","HASH_09BC51F3","Drawable","[ytyp]\detailrua1.ytyp","hash_09BC51F3","hash_29270ADF","hash_09BC51F3","defined"
"deus","hash_47AD67AE","HASH_47AD67AE","direct","","[ydr]\qsbarraco85g.ydr","","","matched"
"deus","hash_47AD67AE","HASH_47AD67AE","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_47AD67AE","hash_5BD1F89C","hash_47AD67AE","defined"
"deus","hash_84C79810","HASH_84C79810","direct","","[ydr]\qsareia2.ydr","","","matched"
"deus","hash_84C79810","HASH_84C79810","Drawable","[ytyp]\detailrua1.ytyp","hash_84C79810","hash_86BF49A6","hash_84C79810","defined"
"deus","hash_7D86C381","HASH_7D86C381","direct","","[ydr]\quebradashop18d.ydr","","","matched"
"deus","hash_7D86C381","HASH_7D86C381","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_7D86C381","hash_5BD1F89C","hash_7D86C381","defined"
"deus","hash_162056FB","HASH_162056FB","direct","","[ydr]\quebradashop5.ydr","","","matched"
"deus","hash_162056FB","HASH_162056FB","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_162056FB","hash_DAC99FC2","hash_162056FB","defined"
"deus","hash_41956048","HASH_41956048","direct","","[ydr]\qs52e.ydr","","","matched"
"deus","hash_41956048","HASH_41956048","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_41956048","hash_DAC99FC2","hash_41956048","defined"
"deus","hash_60F61771","HASH_60F61771","direct","","[ydr]\quebradashop15.ydr","","","matched"
"deus","hash_60F61771","HASH_60F61771","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_60F61771","hash_DAC99FC2","hash_60F61771","defined"
"deus","hash_21FAC637","HASH_21FAC637","direct","","[ydr]\quebradashop8f.ydr","","","matched"
"deus","hash_21FAC637","HASH_21FAC637","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_21FAC637","hash_5BD1F89C","hash_21FAC637","defined"
"deus","hash_45E2E14B","HASH_45E2E14B","direct","","[ydr]\quebradashop11.ydr","","","matched"
"deus","hash_45E2E14B","HASH_45E2E14B","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_45E2E14B","hash_DAC99FC2","hash_45E2E14B","defined"
"deus","hash_A3E9E28D","HASH_A3E9E28D","direct","","[ydr]\qsbarraco52e.ydr","","","matched"
"deus","hash_A3E9E28D","HASH_A3E9E28D","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_A3E9E28D","hash_DAC99FC2","hash_A3E9E28D","defined"
"deus","hash_0A0B69A1","HASH_0A0B69A1","direct","","[ydr]\quebradashop1e.ydr","","","matched"
"deus","hash_0A0B69A1","HASH_0A0B69A1","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_0A0B69A1","hash_5BD1F89C","hash_0A0B69A1","defined"
"deus","hash_7038A54B","HASH_7038A54B","direct","","[ydr]\qsbarraco59.ydr","","","matched"
"deus","hash_7038A54B","HASH_7038A54B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_7038A54B","hash_29E5B098","hash_7038A54B","defined"
"deus","hash_BCC999B0","HASH_BCC999B0","direct","","[ydr]\qsbarraco57b.ydr","","","matched"
"deus","hash_BCC999B0","HASH_BCC999B0","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_BCC999B0","hash_DAC99FC2","hash_BCC999B0","defined"
"deus","hash_EA6AF827","HASH_EA6AF827","direct","","[ydr]\qs16a.ydr","","","matched"
"deus","hash_EA6AF827","HASH_EA6AF827","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_EA6AF827","hash_DAC99FC2","hash_EA6AF827","defined"
"deus","hash_4AB3DA42","HASH_4AB3DA42","direct","","[ydr]\qsbarraco53.ydr","","","matched"
"deus","hash_4AB3DA42","HASH_4AB3DA42","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_4AB3DA42","hash_DAC99FC2","hash_4AB3DA42","defined"
"deus","hash_9444A30A","HASH_9444A30A","direct","","[ydr]\qsbarraco45d.ydr","","","matched"
"deus","hash_9444A30A","HASH_9444A30A","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_9444A30A","hash_DAC99FC2","hash_9444A30A","defined"
"deus","hash_751EAA65","HASH_751EAA65","direct","","[ydr]\qsbarraco75d.ydr","","","matched"
"deus","hash_751EAA65","HASH_751EAA65","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_751EAA65","hash_29E5B098","hash_751EAA65","defined"
"deus","hash_0028467E","HASH_0028467E","direct","","[ydr]\qsbarraco76a.ydr","","","matched"
"deus","hash_0028467E","HASH_0028467E","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_0028467E","hash_DAC99FC2","hash_0028467E","defined"
"deus","hash_142B579F","HASH_142B579F","direct","","[ydr]\qsbarraco81e.ydr","","","matched"
"deus","hash_142B579F","HASH_142B579F","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_142B579F","hash_29E5B098","hash_142B579F","defined"
"deus","hash_4DAE96B7","HASH_4DAE96B7","direct","","[ydr]\quebradashopgraf301.ydr","","","matched"
"deus","hash_4DAE96B7","HASH_4DAE96B7","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_4DAE96B7","hash_4DAE96B7","hash_4DAE96B7","defined"
"deus","hash_91455BFE","HASH_91455BFE","direct","","[ydr]\quebradashopgraf296.ydr","","","matched"
"deus","hash_91455BFE","HASH_91455BFE","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_91455BFE","hash_91455BFE","hash_91455BFE","defined"
"deus","hash_0F379316","HASH_0F379316","direct","","[ydr]\quebradashopgraf322.ydr","","","matched"
"deus","hash_0F379316","HASH_0F379316","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_0F379316","hash_0F379316","hash_0F379316","defined"
"deus","hash_942C9E1B","HASH_942C9E1B","direct","","[ydr]\qsgrade.ydr","","","matched"
"deus","hash_942C9E1B","HASH_942C9E1B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_942C9E1B","hash_DAC99FC2","hash_942C9E1B","defined"
"deus","hash_F294B90C","HASH_F294B90C","direct","","[ydr]\qsgrade1.ydr","","","matched"
"deus","hash_F294B90C","HASH_F294B90C","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_F294B90C","hash_DAC99FC2","hash_F294B90C","defined"
"deus","hash_977282C9","HASH_977282C9","direct","","[ydr]\qsgrade3.ydr","","","matched"
"deus","hash_977282C9","HASH_977282C9","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_977282C9","hash_DAC99FC2","hash_977282C9","defined"
"deus","hash_593728B8","HASH_593728B8","direct","","[ydr]\quebradashopgraf349.ydr","","","matched"
"deus","hash_593728B8","HASH_593728B8","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_593728B8","hash_593728B8","hash_593728B8","defined"
"deus","hash_98A7EED4","HASH_98A7EED4","direct","","[ydr]\quebradashopgraf134.ydr","","","matched"
"deus","hash_98A7EED4","HASH_98A7EED4","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_98A7EED4","hash_98A7EED4","hash_98A7EED4","defined"
"deus","hash_A3C0D9B9","HASH_A3C0D9B9","direct","","[ydr]\qs44a.ydr","","","matched"
"deus","hash_A3C0D9B9","HASH_A3C0D9B9","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_A3C0D9B9","hash_DAC99FC2","hash_A3C0D9B9","defined"
"deus","hash_7B267923","HASH_7B267923","direct","","[ydr]\qs28b.ydr","","","matched"
"deus","hash_7B267923","HASH_7B267923","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_7B267923","hash_DAC99FC2","hash_7B267923","defined"
"deus","hash_76937608","HASH_76937608","direct","","[ydr]\quebradashop_muro1b.ydr","","","matched"
"deus","hash_76937608","HASH_76937608","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_76937608","hash_DAC99FC2","hash_76937608","defined"
"deus","hash_C6A6D35F","HASH_C6A6D35F","direct","","[ydr]\qsbarraco37a.ydr","","","matched"
"deus","hash_C6A6D35F","HASH_C6A6D35F","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_C6A6D35F","hash_DAC99FC2","hash_C6A6D35F","defined"
"deus","hash_69BAB681","HASH_69BAB681","direct","","[ydr]\quebradashop10b.ydr","","","matched"
"deus","hash_69BAB681","HASH_69BAB681","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_69BAB681","hash_5BD1F89C","hash_69BAB681","defined"
"deus","hash_3F62D8E3","HASH_3F62D8E3","direct","","[ydr]\quebradashop5e.ydr","","","matched"
"deus","hash_3F62D8E3","HASH_3F62D8E3","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_3F62D8E3","hash_5BD1F89C","hash_3F62D8E3","defined"
"deus","hash_D03A62FD","HASH_D03A62FD","direct","","[ydr]\qsbarraco74.ydr","","","matched"
"deus","hash_D03A62FD","HASH_D03A62FD","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_D03A62FD","hash_5BD1F89C","hash_D03A62FD","defined"
"deus","hash_A5F62861","HASH_A5F62861","direct","","[ydr]\qsbarraco48c.ydr","","","matched"
"deus","hash_A5F62861","HASH_A5F62861","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_A5F62861","hash_DAC99FC2","hash_A5F62861","defined"
"deus","hash_378FEE22","HASH_378FEE22","direct","","[ydr]\qsbarraco49c.ydr","","","matched"
"deus","hash_378FEE22","HASH_378FEE22","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_378FEE22","hash_DAC99FC2","hash_378FEE22","defined"
"deus","hash_93DB6C90","HASH_93DB6C90","direct","","[ydr]\qsbarraco57.ydr","","","matched"
"deus","hash_93DB6C90","HASH_93DB6C90","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_93DB6C90","hash_29E5B098","hash_93DB6C90","defined"
"deus","hash_C1ED5A72","HASH_C1ED5A72","direct","","[ydr]\quebradashop2a.ydr","","","matched"
"deus","hash_C1ED5A72","HASH_C1ED5A72","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_C1ED5A72","hash_29E5B098","hash_C1ED5A72","defined"
"deus","hash_8B99DD1B","HASH_8B99DD1B","direct","","[ydr]\quebradashop16e.ydr","","","matched"
"deus","hash_8B99DD1B","HASH_8B99DD1B","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_8B99DD1B","hash_5BD1F89C","hash_8B99DD1B","defined"
"deus","hash_3818B2F1","HASH_3818B2F1","direct","","[ydr]\qsbarraco32b.ydr","","","matched"
"deus","hash_3818B2F1","HASH_3818B2F1","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_3818B2F1","hash_DAC99FC2","hash_3818B2F1","defined"
"deus","hash_2F99E832","HASH_2F99E832","direct","","[ydr]\quebradashop_muro1a.ydr","","","matched"
"deus","hash_2F99E832","HASH_2F99E832","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_2F99E832","hash_DAC99FC2","hash_2F99E832","defined"
"deus","hash_06DAC4F4","HASH_06DAC4F4","direct","","[ydr]\quebradashoconstrucao.ydr","","","matched"
"deus","hash_06DAC4F4","HASH_06DAC4F4","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_06DAC4F4","hash_5BD1F89C","hash_06DAC4F4","defined"
"deus","hash_0EE0AFF3","HASH_0EE0AFF3","direct","","[ydr]\qs44e.ydr","","","matched"
"deus","hash_0EE0AFF3","HASH_0EE0AFF3","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_0EE0AFF3","hash_DAC99FC2","hash_0EE0AFF3","defined"
"deus","hash_84CF6A8E","HASH_84CF6A8E","direct","","[ydr]\quebradashop11b.ydr","","","matched"
"deus","hash_84CF6A8E","HASH_84CF6A8E","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_84CF6A8E","hash_29E5B098","hash_84CF6A8E","defined"
"deus","hash_33A71CA9","HASH_33A71CA9","direct","","[ydr]\qsbarraco35.ydr","","","matched"
"deus","hash_33A71CA9","HASH_33A71CA9","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_33A71CA9","hash_DAC99FC2","hash_33A71CA9","defined"
"deus","hash_30BEED2D","HASH_30BEED2D","direct","","[ydr]\qs20e.ydr","","","matched"
"deus","hash_30BEED2D","HASH_30BEED2D","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_30BEED2D","hash_DAC99FC2","hash_30BEED2D","defined"
"deus","hash_D505FF97","HASH_D505FF97","direct","","[ydr]\quebradashop1a.ydr","","","matched"
"deus","hash_D505FF97","HASH_D505FF97","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_D505FF97","hash_29E5B098","hash_D505FF97","defined"
"deus","hash_F8F2B44B","HASH_F8F2B44B","direct","","[ydr]\qsbarraco73b.ydr","","","matched"
"deus","hash_F8F2B44B","HASH_F8F2B44B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_F8F2B44B","hash_DAC99FC2","hash_F8F2B44B","defined"
"deus","hash_E3B4078E","HASH_E3B4078E","direct","","[ydr]\qsbarraco75f.ydr","","","matched"
"deus","hash_E3B4078E","HASH_E3B4078E","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_E3B4078E","hash_5BD1F89C","hash_E3B4078E","defined"
"deus","hash_EAE32843","HASH_EAE32843","direct","","[ydr]\qsbarraco84f.ydr","","","matched"
"deus","hash_EAE32843","HASH_EAE32843","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_EAE32843","hash_5BD1F89C","hash_EAE32843","defined"
"deus","hash_4E6DCC27","HASH_4E6DCC27","direct","","[ydr]\qsbarraco81d.ydr","","","matched"
"deus","hash_4E6DCC27","HASH_4E6DCC27","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_4E6DCC27","hash_5BD1F89C","hash_4E6DCC27","defined"
"deus","hash_EEF8F656","HASH_EEF8F656","direct","","[ydr]\qs15.ydr","","","matched"
"deus","hash_EEF8F656","HASH_EEF8F656","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_EEF8F656","hash_29E5B098","hash_EEF8F656","defined"
"deus","hash_D2DC5C2A","HASH_D2DC5C2A","direct","","[ydr]\qs_escada01.ydr","","","matched"
"deus","hash_D2DC5C2A","HASH_D2DC5C2A","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_D2DC5C2A","hash_5BD1F89C","hash_D2DC5C2A","defined"
"deus","hash_171B70D2","HASH_171B70D2","direct","","[ydr]\qsbarraco71.ydr","","","matched"
"deus","hash_171B70D2","HASH_171B70D2","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_171B70D2","hash_5BD1F89C","hash_171B70D2","defined"
"deus","hash_4ADC76A1","HASH_4ADC76A1","direct","","[ydr]\quebradashop11e.ydr","","","matched"
"deus","hash_4ADC76A1","HASH_4ADC76A1","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_4ADC76A1","hash_5BD1F89C","hash_4ADC76A1","defined"
"deus","hash_AA3139AD","HASH_AA3139AD","direct","","[ydr]\quebradashop12e.ydr","","","matched"
"deus","hash_AA3139AD","HASH_AA3139AD","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_AA3139AD","hash_5BD1F89C","hash_AA3139AD","defined"
"deus","hash_60C2675B","HASH_60C2675B","direct","","[ydr]\qsbarraco58c.ydr","","","matched"
"deus","hash_60C2675B","HASH_60C2675B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_60C2675B","hash_DAC99FC2","hash_60C2675B","defined"
"deus","hash_0948519A","HASH_0948519A","direct","","[ydr]\qsbarraco74e.ydr","","","matched"
"deus","hash_0948519A","HASH_0948519A","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_0948519A","hash_5BD1F89C","hash_0948519A","defined"
"deus","hash_9ECE816E","HASH_9ECE816E","direct","","[ydr]\qsbarraco80.ydr","","","matched"
"deus","hash_9ECE816E","HASH_9ECE816E","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_9ECE816E","hash_DAC99FC2","hash_9ECE816E","defined"
"deus","hash_29F69A01","HASH_29F69A01","direct","","[ydr]\qsbarraco37d.ydr","","","matched"
"deus","hash_29F69A01","HASH_29F69A01","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_29F69A01","hash_DAC99FC2","hash_29F69A01","defined"
"deus","hash_933D876A","HASH_933D876A","direct","","[ydr]\quebradashop11a.ydr","","","matched"
"deus","hash_933D876A","HASH_933D876A","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_933D876A","hash_29E5B098","hash_933D876A","defined"
"deus","hash_C7F08BBD","HASH_C7F08BBD","direct","","[ydr]\qsbarraco44a.ydr","","","matched"
"deus","hash_C7F08BBD","HASH_C7F08BBD","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_C7F08BBD","hash_DAC99FC2","hash_C7F08BBD","defined"
"deus","hash_74B1AF9D","HASH_74B1AF9D","direct","","[ydr]\qsbarraco66.ydr","","","matched"
"deus","hash_74B1AF9D","HASH_74B1AF9D","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_74B1AF9D","hash_DAC99FC2","hash_74B1AF9D","defined"
"deus","hash_D5A9521B","HASH_D5A9521B","direct","","[ydr]\qsbarraco59b.ydr","","","matched"
"deus","hash_D5A9521B","HASH_D5A9521B","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_D5A9521B","hash_DAC99FC2","hash_D5A9521B","defined"
"deus","hash_FAAE5AA6","HASH_FAAE5AA6","direct","","[ydr]\quebradashop12f.ydr","","","matched"
"deus","hash_FAAE5AA6","HASH_FAAE5AA6","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_FAAE5AA6","hash_5BD1F89C","hash_FAAE5AA6","defined"
"deus","hash_3248BA17","HASH_3248BA17","direct","","[ydr]\quebradashop10.ydr","","","matched"
"deus","hash_3248BA17","HASH_3248BA17","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_3248BA17","hash_29E5B098","hash_3248BA17","defined"
"deus","hash_A661AA67","HASH_A661AA67","direct","","[ydr]\quebradashop4a.ydr","","","matched"
"deus","hash_A661AA67","HASH_A661AA67","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_A661AA67","hash_29E5B098","hash_A661AA67","defined"
"deus","hash_5CE284F6","HASH_5CE284F6","unknown","","","","","native_or_missing"
"deus","hash_16770E68","HASH_16770E68","unknown","","","","","native_or_missing"
"deus","hash_F06F25BA","HASH_F06F25BA","direct","","[ydr]\qsbarraco50.ydr","","","matched"
"deus","hash_F06F25BA","HASH_F06F25BA","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_F06F25BA","hash_29E5B098","hash_F06F25BA","defined"
"deus","hash_C6E1F6A2","HASH_C6E1F6A2","unknown","","","","","native_or_missing"
"deus","hash_8620E326","HASH_8620E326","direct","","[ydr]\quebradashop25.ydr","","","matched"
"deus","hash_8620E326","HASH_8620E326","Drawable","[ytyp]\favela_quebradashop.ytyp","hash_8620E326","hash_29E5B098","hash_8620E326","defined"
"deus","hash_A87B1C0D","HASH_A87B1C0D","unknown","","","","","native_or_missing"
"deus","hash_C238FE21","HASH_C238FE21","unknown","","","","","native_or_missing"
"deus","hash_1DEE5B18","HASH_1DEE5B18","direct","","[ydr]\qs30.ydr","","","matched"
"deus","hash_1DEE5B18","HASH_1DEE5B18","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_1DEE5B18","hash_DAC99FC2","hash_1DEE5B18","defined"
"deus","hash_8C24D146","HASH_8C24D146","direct","","[ydr]\quebradashopgraf519.ydr","","","matched"
"deus","hash_8C24D146","HASH_8C24D146","Drawable","[ytyp]\quebradashopgraf.ytyp","hash_8C24D146","hash_8C24D146","hash_8C24D146","defined"
"deus","hash_67012E95","HASH_67012E95","direct","","[ydr]\devasa.ydr","","","matched"
"deus","hash_67012E95","HASH_67012E95","Drawable","[ytyp]\cs_hlun_lod.ytyp","hash_67012E95","hash_67012E95","hash_67012E95","defined"
